Office_ID,SOL_ID_BO_ID,Month_Year,Name,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
,L3906,Apr-26,Mattar Sham BO,Ha U Hisar SO,,,,,,1,,,,,,
,D4830,Apr-26,Maujdin BO,Sirsa HO,,,,6,,1,,25,,,,
,L6272,Apr-26,Maujgarbh BO,Mandi Dabwali SO,,,1,,,3,,3,,,,
,J7012,Apr-26,Mauju Khera BO,Bahaudin SO,,,,,,2,,,,,,
,A2294,Apr-26,Mauju Khera BO,Ellenabad SO,,,,1,,1,,4,,,,
,L3935,Apr-26,Mayar BO,Satroad Khurd SO,,,,1,,,,19,,,,
,12500107,Apr-26,MCHisar SO,,3,,5,64,,20,1,41,,4,,
,A3412,Apr-26,Mehanda BO,Hansi SO,,,,,,,,10,,,,
,J6585,Apr-26,Mehmra BO,Rattia SO,,,1,,,1,,,,,,
,J7271,Apr-26,Mehuwala BO,Bhattu Kalan SO,,,4,1,,2,,,,,,
,L3890,Apr-26,Meond Kalan BO,Jakhal Mandi SO,,,2,,,,,,,,,
,L3891,Apr-26,Meond Khurd BO,Jakhal Mandi SO,,,2,,,,,,,,,
,J6628,Apr-26,Milakpur BO,Narnaund SO,,,1,,,,,,,,,
,12503305,Apr-26,Mini Secretariat Hansi SO,,15,,1,,,,,7,,,,
,12500108,Apr-26,Mini Sectthisar SO,,4,2,3,14,,10,7,26,,,,
,12505503,Apr-26,MiniSecttSirsa SO,,7,,2,46,,7,1,53,,,2,
,J6586,Apr-26,Mirana BO,Rattia SO,,,2,10,,,,,,,,
,J6629,Apr-26,Mirchpur BO,Narnaund SO,,,6,2,,5,,12,,,,
,B9190,Apr-26,Mirzapur BO,Ellenabad SO,,,1,,,5,,8,,,,
,C0356,Apr-26,Mirzapur BO,Modle Town Hisar SO,,,,3,,3,,,,,,
,C7470,Apr-26,Mithanpura BO,Ellenabad SO,,,,3,,,,,,,,
,L6273,Apr-26,Mithri BO,Mandi Dabwali SO,,,,1,,1,,,,,,
,L4419,Apr-26,Moda Khera BO,Mandi Adampur SO,,,,,,2,,,,,,
,12500501,Apr-26,Modle Town Hisar SO,,12,4,11,31,,23,18,46,,,14,
,L4420,Apr-26,Mohabatpur BO,Mandi Adampur SO,,,1,,,,,,,,,
,J6587,Apr-26,Mohmadpur Sotter BO,Rattia SO,,,3,,,,,,,,,
,J7794,Apr-26,Moriwala BO,Sikander Pur SO,,,1,1,,,,,,,,
,J6630,Apr-26,Moth BO,Narnaund SO,,,2,2,,4,,1,,,,
,12505504,Apr-26,MTS Sirsa SO,,48,1,5,53,,25,2,38,,2,20,
,F7827,Apr-26,Muklan BO,Azad Nagar Hisar SO,,,1,,,1,,,,,,
,E5431,Apr-26,Munawali BO,Fatehabad SO Fatehabad,,,1,,,3,,2,,,,
,L3892,Apr-26,Mundlian BO,Jakhal Mandi SO,,,4,9,,1,,,,,,
,J8302,Apr-26,Munnawali BO,Goriwala SO,,,,5,,1,,,,,,
,H9313,Apr-26,Musa Khera BO,Dharsul Kalan SO,,,2,,,,,,,,,
,G8429,Apr-26,Muzadpur BO,Nalwa SO,,,3,,,,,,,,,
,C2294,Apr-26,Nadhori BO,Bhuna SO,,,3,1,,3,,,,,,
,C4850,Apr-26,Nagoki BO,Baragudha SO,,,1,,,2,,10,,,,
,12506101,Apr-26,Nagpur S.O.,,,4,10,3,,2,,0,,,,
,12505003,Apr-26,Nai Mandi Fatehabad SO,,1,,,38,,12,5,41,,,8,
,12505505,Apr-26,Nai Mandi Sirsa SO,,14,5,4,94,,21,4,20,,3,7,
,B1912,Apr-26,Nakhatia BO,Fatehabad SO Fatehabad,,,,3,,7,,,,,,
,J6193,Apr-26,Nakora BO,Siri Jiwan Nagar SO,,,1,,,1,,,,,,
,12503701,Apr-26,Nalwa SO,,,,2,1,,1,,5,,,,
,12500109,Apr-26,NAM Hisar SO,,2,,3,5,,9,3,17,,1,11,
,J6589,Apr-26,Nangal BO,Rattia SO,,,,1,,1,,1,,,,
,D1135,Apr-26,Nangla BO,Tohana Mandi SO,,,4,2,,2,,1,,,,
,A7321,Apr-26,Nangthala BO,Agroha SO,,,2,,,,,,,,,
,H9314,Apr-26,Nanheri BO,Dharsul Kalan SO,,,1,,,1,,14,,,,
,L6359,Apr-26,Nanuana BO,Rania SO,,,5,,,,,,,,,
,J6631,Apr-26,Nara BO,Narnaund SO,,,,,,1,,2,,,,
,12503901,Apr-26,Narnaund SO,,,2,8,11,,18,1,12,,5,5,
,J6194,Apr-26,Nathore BO,Siri Jiwan Nagar SO,,,,,,1,,,,,,
,J3479,Apr-26,Nathusari Kalan BO,Chopta Nathu Sari SO,,,3,,,,,,,,,
,L3893,Apr-26,Nathuwal BO,Jakhal Mandi SO,,,1,,,,,10,,,,
,J6590,Apr-26,Nathwan BO,Rattia SO,,,,1,,,,11,,,,
,L3932,Apr-26,Nehla BO,Pabra SO,,,5,,,2,,10,,,,
,L3907,Apr-26,Neoli Kalan BO,Ha U Hisar SO,,,5,1,,3,,,,,,
,J6536,Apr-26,Nezadela Khurd BO,Odhan SO,,,1,1,,1,,,,,,
,C8643,Apr-26,Niyana BO,Modle Town Hisar SO,,,2,1,,3,,2,,,,
,J7795,Apr-26,Nozadela Kalan BO,Sikander Pur SO,,,,1,,3,,,,,,
,J6537,Apr-26,Nuhiyanwali BO,Odhan SO,,,1,,,4,,,,,,
,12507701,Apr-26,Odhan SO,,,,1,3,,14,,0,,,,
,A1160,Apr-26,Ottu BO,Sirsa HO,,,6,,,,,1,,,,
,12511201,Apr-26,Pabra SO,,1,,5,2,,6,,11,,,,
,H3020,Apr-26,Pali BO,Sisai SO Hisar,,,3,,,1,,7,,,,
,J6591,Apr-26,Palsar BO,Rattia SO,,,,,,,,15,,,,
,J7796,Apr-26,PANIHARI BO,Sikander Pur SO,,,,1,,,,,,,,
,F8638,Apr-26,Panihari BO,Barwala SO Hisar,,,3,,,2,,,,,,
,J6538,Apr-26,Paniwala Mota BO,Odhan SO,,,2,,,,,20,,,,
,L6274,Apr-26,Paniwala Ruldu BO,Mandi Dabwali SO,,,,1,,,,5,,,,
,J6539,Apr-26,Panjuana BO,Odhan SO,,,1,4,,1,,2,,,,
,B6640,Apr-26,Parbhuwala BO,Uklana Mandi SO,,,4,3,,2,,3,,,,
,G4791,Apr-26,Partan BO,Tohana Mandi SO,,,,50,,,,,,,,
,12500110,Apr-26,Patel Nager Hisar SO,,13,,4,33,,12,59,76,,3,20,
,A3413,Apr-26,Petwar BO,Hansi SO,,,1,,,10,,17,,,,
,J7797,Apr-26,Phulkan BO,Sikander Pur SO,,,,,,,,10,,,,
,J6592,Apr-26,Phullan BO,Nagpur S.O.,,,1,,,,,,,,,
,J7272,Apr-26,Pili Mandori BO,Bhattu Kalan SO,,,2,,,1,,,,,,
,L5335,Apr-26,Pipli BO,Kalanwali SO,,,,,,,,9,,,,
,C2821,Apr-26,Pirthala BO,Tohana Mandi SO,,,2,,,1,,,,,,
,A2295,Apr-26,Poharkan BO,Ellenabad SO,,,2,2,,,,5,,,,
,B5692,Apr-26,Puthi Samain BO,Bass SO,,,3,,,,,12,,,,
,B1909,Apr-26,Puthimangal Khan BO,Hansi SO,,,,1,,1,,,,,,
,L3936,Apr-26,Qutabpur BO,Satroad Khurd SO,,,,15,,1,,,,,,
,G4792,Apr-26,Rainwali BO,Tohana Mandi SO,,,2,1,,1,,10,,,,
,L3937,Apr-26,Raipur BO,Satroad Khurd SO,,,,2,,2,,,,,,
,F0225,Apr-26,Rajli BO,Barwala SO Hisar,,,4,,,,,1,,,,
,J6632,Apr-26,Rajthal BO,Narnaund SO,,,2,,,,,,,,,
,J6633,Apr-26,Rakhi Shahpur BO,Narnaund SO,,,4,1,,4,,,,,,
,J8303,Apr-26,Rampur Bishnoian BO,Goriwala SO,,,3,,,,,,,,,
,J7273,Apr-26,Ramsara BO,Bhattu Kalan SO,,,2,,,5,,,,,,
,D4831,Apr-26,Randhawa BO,Sirsa HO,,,2,,,2,,,,,,
,12507601,Apr-26,Rania SO,,3,,3,24,,8,,20,,,5,
,J6594,Apr-26,Ratta Khera BO,Nagpur S.O.,,,,,,1,,,,,,
,H9315,Apr-26,Ratta Theh BO,Dharsul Kalan SO,,,,,,2,,,,,,
,C8620,Apr-26,Ratta Tibba BO,Fatehabad SO Fatehabad,,,2,3,,,,10,,,,
,12505101,Apr-26,Rattia SO,,1,,9,11,,16,1,26,,,8,
,L3908,Apr-26,Rawalwas Khurd BO,Ha U Hisar SO,,,4,20,,,,,,,,
,J8304,Apr-26,Risalia Khera BO,Goriwala SO,,,3,1,,4,,1,,,,
,J3480,Apr-26,Rupawas BO,Chopta Nathu Sari SO,,,1,,,4,,,,,,
,L4421,Apr-26,Sadalpur BO,Mandi Adampur SO,,,4,1,,2,,,,,,
,L3894,Apr-26,Sadhanwas BO,Jakhal Mandi SO,,,1,,,,,,,,,
,G7092,Apr-26,Sahu BO,Uklana Mandi SO,,,,,,1,,,,,,
,J6540,Apr-26,Sahuwala BO,Odhan SO,,,,,,1,,8,,,,
,J3481,Apr-26,Sahuwala ii BO,Chopta Nathu Sari SO,,,1,3,,4,,19,,,,
,L6275,Apr-26,Sakta Khera BO,Mandi Dabwali SO,,,1,1,,1,,,,,,
,L4422,Apr-26,Salemgarh BO,Mandi Adampur SO,,,1,1,,2,,11,,,,
,G4793,Apr-26,Samain BO,Tohana Mandi SO,,,2,4,,2,,,,,,
,C2295,Apr-26,Sanchla BO,Bhuna SO,,,1,1,,,,16,,,,
,D3550,Apr-26,Sandlana BO,Barwala SO Hisar,,,12,,,,,,,,,
,B6641,Apr-26,Saniana BO,Uklana Mandi SO,,,2,,,2,,,,,,
,J6195,Apr-26,Sant Nagar BO,Siri Jiwan Nagar SO,,,,2,,,,8,,,,
,L3909,Apr-26,Sarsana BO,Ha U Hisar SO,,,2,1,,,,,,,,
,E1836,Apr-26,Sarsod BO,Barwala SO Hisar,,,1,,,,,2,,,,
,H8908,Apr-26,Satroad Kalan BO,Hisar Cantt SO,,,2,,,3,,,,,,
,12504401,Apr-26,Satroad Khurd SO,,1,1,4,6,,20,,24,,,,
,C0357,Apr-26,Shaharwa BO,Modle Town Hisar SO,,,3,,,1,,,,,,
,F9960,Apr-26,Shahpur Begu BO,Sirsa HO,,,2,1,,2,,,,,,
,L3910,Apr-26,Shahpur BO,Ha U Hisar SO,,,2,3,,3,,2,,,,
,G2171,Apr-26,Shaikhpura BO,Hansi SO,,,1,,,1,,2,,,,
,J3482,Apr-26,Shakar Mandori BO,Chopta Nathu Sari SO,,,2,,,,,5,,,,
,H9316,Apr-26,Shakarpura BO,Dharsul Kalan SO,,,,,,1,,4,,,,
,E0839,Apr-26,Shamsukh BO,Agroha SO,,,1,,,,,,,,,
,J6595,Apr-26,Sheikhpur Sotter BO,Rattia SO,,,,,,1,,,,,,
,J7274,Apr-26,Shekhupur Daroli B.O,Bhattu Kalan SO,,,,2,,3,,202,,,,
,L6276,Apr-26,Shergarh BO,Mandi Dabwali SO,,,,1,,,,,,,,
,J3483,Apr-26,Sherpura BO,Chopta Nathu Sari SO,,,1,1,,4,,,,,,
,L3895,Apr-26,Sidhani BO,Jakhal Mandi SO,,,,14,,,,2,,,,
,12506001,Apr-26,Sikander Pur SO,,,7,0,1,,0,,0,,,,
,E5429,Apr-26,Sindher BO,Hansi SO,,,,1,,3,,,,,,
,L5337,Apr-26,Singhpura BO,Kalanwali SO,,,,,,2,,,,,,
,D7108,Apr-26,Singhran BO,Modle Town Hisar SO,,,1,8,,,,,,,,
,F7583,Apr-26,Singhwa BO,Bass SO,,,4,1,,1,,5,,,,
,12507501,Apr-26,Siri Jiwan Nagar SO,,,,4,8,1,28,1,6,,,,
,12505500,Apr-26,Sirsa HO,,19,3,26,211,0,39,32,179,,36,81,
,12504901,Apr-26,Sisai SO Hisar,,,2,8,1,,12,1,11,,,,
,E0840,Apr-26,Siwani Bolan BO,Agroha SO,,,3,,,,,,,,,
,G2172,Apr-26,Sorkhi BO,Hansi SO,,,2,,,3,,1,,,,
,F1512,Apr-26,Suchan Kotli BO,Sirsa HO,,,2,1,,,,1,,,,
,L5338,Apr-26,Sukhchain BO,Kalanwali SO,,,,,,1,,,,,,
,J7275,Apr-26,Suli Khera BO,Bhattu Kalan SO,,,1,,,,,,,,,
,G2173,Apr-26,Sultanpur BO,Hansi SO,,,1,,,,,,,,,
,L6360,Apr-26,Sultanpuria BO,Rania SO,,,1,,,4,,,,,,
,L3911,Apr-26,Sundawas BO,Ha U Hisar SO,,,,,,,,2,,,,
,F8540,Apr-26,Surewala BO,Uklana Mandi SO,,,2,,,2,,2,,,,
,L5339,Apr-26,Surtia BO,Kalanwali SO,,,,1,,,,,,,,
,L5340,Apr-26,Takhatmal BO,Kalanwali SO,,,,4,,3,,3,,,,
,F3735,Apr-26,Talwandi Rana BO,Modle Town Hisar SO,,,1,,,1,,1,,,,
,B1925,Apr-26,Talwandi Rukka BO,Modle Town Hisar SO,,,8,,,,,,,,,
,L3896,Apr-26,Talwara BO,Jakhal Mandi SO,,,,2,,1,,1,,,,
,D5969,Apr-26,Talwara Khurd BO,Ellenabad SO,,,1,,,2,,5,,,,
,L5341,Apr-26,Taruana BO,Kalanwali SO,,,,2,,,,,,,,
,A7322,Apr-26,Thaska BO,Agroha SO,,,,,,3,,5,,,,
,E5432,Apr-26,Theri BO,Fatehabad SO Fatehabad,,,1,5,,1,,,,,,
,J6196,Apr-26,Thersahidan BO,Siri Jiwan Nagar SO,,,,,,1,,32,,,,
,F8285,Apr-26,Thiraj BO,Baragudha SO,,,3,3,,2,,10,,,,
,J7276,Apr-26,Thuiyan BO,Bhattu Kalan SO,,,2,,,,,,,,,
,C0335,Apr-26,Thurana BO,Hansi SO,,,1,,,1,,2,,,,
,12512001,Apr-26,Tohana Mandi SO,,13,2,16,91,,43,12,127,,15,20,
,12512002,Apr-26,Tohana SO,,32,5,5,72,,24,30,135,,1,4,
,L3912,Apr-26,Tokas BO,Ha U Hisar SO,,,2,,,,,,,,,
,J2179,Apr-26,Ugalan BO,Khanda Kheri SO,,,4,2,,,,1,,,,
,12511301,Apr-26,Uklana Mandi SO,,3,5,8,33,,26,10,58,,,6,
,F9961,Apr-26,Umedpura BO,Sirsa HO,,,4,,,4,,16,,,,
,12500502,Apr-26,Urban Estate  2 Hisar SO,,38,,3,25,,21,12,39,,3,4,
,12500503,Apr-26,Vidut Nagar Hisar SO,,7,2,1,4,,10,51,32,,1,7,
,M0899,Apr-26,A.K.G.V.Mormajra B.O,Salwan S.O,,,,,,,,2,,,,
,J6642,Apr-26,Achhanpur B.O,Nissing S.O,,,,,,5,,6,,,,
,M0942,Apr-26,Adyana B.O,Madlauda S.O,,,1,2,,1,,3,,,,
,J6643,Apr-26,Agongh B.O,Nissing S.O,,,5,1,,4,,,,,,
,M0983,Apr-26,Ahar B.O,Israna S.O,,,3,,,2,,1,,,,
,F1503,Apr-26,Ahirka B.O,Jind H.O,,,1,2,,5,,2,,,,
,M0918,Apr-26,Aibla B.O,Nigdhu S.O,,,,,,,,1,,,,
,12611101,Apr-26,Alewa S.O,,3,,12,4,,5,,5,,,,
,M0943,Apr-26,Allupur B.O,Madlauda S.O,,,4,,,3,,4,,,,
,G6871,Apr-26,Amargarh B.O,Narwana S.O,,,2,3,,,,,,,,
,J6644,Apr-26,Amupur B.O,Nissing S.O,,,2,5,,1,,1,,,,
,F0120,Apr-26,Anchra Kalan B.O,Safidon S.O,,,2,1,,4,,9,,,,
,L8183,Apr-26,Arainpura B.O,Gharunda S.O,,,,2,,1,,,,,,
,H2338,Apr-26,Ardhana B.O,Assandh S.O,,,6,4,,,,,,,,
,J2764,Apr-26,Arjheri B.O,Nilokheri S.O,,,2,12,,5,,,,,,
,M1461,Apr-26,Assan B.O,Pillukhera S.O,,,1,,,,,,,,,
,C7903,Apr-26,Assan Kalan B.O,Panipat Thermal Project S.O,,,1,,,2,,2,,,,
,13203901,Apr-26,Assandh S.O,,3,1,18,35,,25,1,29,,3,8,
,M0944,Apr-26,Ataula B.O,Madlauda S.O,,,3,3,,3,,5,,,,
,13212201,Apr-26,Atta S.O,,,,2,2,,8,,28,,,,
,D9415,Apr-26,Babail B.O,Panipat Khadi Ashram S.O,,,,1,,3,,6,,,,
,M1446,Apr-26,Babarpur B.O,Panipat Refinary S.O,,,1,1,,4,,2,,,,
,M0955,Apr-26,Badanpur B.O,Dhanoda Kalan S.O,,,1,36,,1,,,,,,
,M0902,Apr-26,Badhana B.O,Naguran S.O,,,1,,,1,,2,,,,
,B6642,Apr-26,Bagru Kalan B.O,Safidon S.O,,,1,2,,4,,2,,,,
,H2339,Apr-26,Bahari B.O,Assandh S.O,,,2,2,,,,2,,,,
,J2765,Apr-26,Bairsal B.O,Nilokheri S.O,,,4,1,,6,,35,,,,
,L9304,Apr-26,Bal Rangan B.O,Ballah S.O,,,3,,,12,,1,,,,
,13204001,Apr-26,Ballah S.O,,,,4,6,,9,,28,,,,
,J6645,Apr-26,Balu B.O,Nissing S.O,,,,,,2,,4,,,,
,M1462,Apr-26,Bambhewa B.O,Pillukhera S.O,,,4,4,,1,,2,,,,
,H2340,Apr-26,Bandarala B.O,Assandh S.O,,,3,,,,,,,,,
,M0984,Apr-26,Bandh B.O,Israna S.O,,,2,1,,3,,,,,,
,M0962,Apr-26,Baniya Khera B.O,Dharthrath S.O,,,4,1,,5,,4,,,,
,J7223,Apr-26,Bansa B.O,Jundla S.O,,,1,2,,3,,2,,,,
,E7848,Apr-26,Bapoli B.O,Panipat Khadi Ashram S.O,,,7,2,,2,,18,,,,
,M1021,Apr-26,Bara Gaon B.O,S.S. Kunjpura S.O,,,3,,,5,,1,,,,
,F6202,Apr-26,Barana B.O,Panipat Khadi Ashram S.O,,,6,,,7,,2,,,,
,M0995,Apr-26,Barauta B.O,Madhuban S.O (Karnal),,,,1,,1,,,,,,
,M7001,Apr-26,Baroda B.O,Uchana S.O,,,2,,,4,,8,,,,
,M0889,Apr-26,Baroli B.O,Shamlo Kalan S.O,,,1,,,1,,,,,,
,L8184,Apr-26,Barsat B.O,Gharunda S.O,,,5,3,,5,,9,,,,
,M7002,Apr-26,Barsola B.O,Uchana S.O,,,1,1,,2,,,,,,
,M1463,Apr-26,Barthana B.O,Pillukhera S.O,,,1,2,,3,,4,,,,
,J6646,Apr-26,Bastali B.O,Nissing S.O,,,2,4,,,,3,,,,
,L8185,Apr-26,Bastara B.O,Gharunda S.O,,,3,2,,,,9,,,,
,M0997,Apr-26,Beejna B.O,Madhuban S.O (Karnal),,,1,1,,,,,,,,
,D3199,Apr-26,Beholi B.O,Samalkha S.O,,,3,3,,4,,6,,,,
,F8312,Apr-26,Belarkhan B.O,Narwana S.O,,,3,,,1,,1,,,,
,C7904,Apr-26,Bhadar B.O,Panipat Thermal Project S.O,,,,,,,,1,,,,
,J2766,Apr-26,Bhadson B.O,Nilokheri S.O,,,3,,,4,,4,,,,
,M1032,Apr-26,Bhaini Khrud B.O,Taraori S.O,,,1,2,,5,,10,,,,
,F8313,Apr-26,Bhana Brahmana B.O,Narwana S.O,,,5,2,,1,,,,,,
,M0945,Apr-26,Bhandari B.O,Madlauda S.O,,,3,,,2,,1,,,,
,J9598,Apr-26,Bhodwal Majri B.O,Patti Kalyana S.O,,,,3,,1,,,,,,
,M7003,Apr-26,Bhongra B.O,Uchana S.O,,,,,,1,,,,,,
,C5077,Apr-26,Bhuslana Kalan B.O,Safidon S.O,,,1,,,,,,,,,
,M0968,Apr-26,Biana B.O,Garhi Birbal S.O,,,,4,,5,,,,,,
,H9712,Apr-26,Bibi Pur Jattan B.O,Indri S.O,,,3,3,,1,,,,,,
,F9945,Apr-26,Bibipur B.O,Jind H.O,,,12,,,2,,,,,,
,M0913,Apr-26,Bighana B.O,Alewa S.O,,,3,2,,2,,,,,,
,M0956,Apr-26,Bikhiwala B.O,Dhanoda Kalan S.O,,,2,,,1,,2,,,,
,H2341,Apr-26,Bilona B.O,Assandh S.O,,,,,,2,,1,,,,
,G1981,Apr-26,Binjhol B.O,Panipat NFL S.O,,,2,1,,2,,3,,,,
,M0890,Apr-26,Bishanpura B.O,Shamlo Kalan S.O,,,1,1,,2,,,,,,
,J6647,Apr-26,Brass B.O,Nissing S.O,,,9,3,,2,,1,,,,
,M0891,Apr-26,Buana B.O,Shamlo Kalan S.O,,,1,,,1,,,,,,
,M0985,Apr-26,Buana Lakhu B.O,Israna S.O,,,3,2,,3,,3,,,,
,M7004,Apr-26,Budain B.O,Uchana S.O,,,1,,,1,,3,,,,
,J1726,Apr-26,Budda Khera Lather B.O,Julana S.O,,,5,,,3,,5,,,,
,M1464,Apr-26,Budha Khera B.O,Pillukhera S.O,,,3,1,,,,,,,,
,D6907,Apr-26,Bursham B.O,Panipat NFL S.O,,,1,,,2,,3,,,,
,A8238,Apr-26,Butani B.O,Safidon S.O,,,1,,,1,,3,,,,
,G2019,Apr-26,Canal Colony B.O,Karnal Partap Pura S.O,,,,,,,,5,,,,
,F6203,Apr-26,Chandoli B.O,Panipat Khadi Ashram S.O,,,1,8,,1,,7,,,,
,L8186,Apr-26,Chaura B.O,Gharunda S.O,,,2,1,,7,,7,,,,
,G4794,Apr-26,Chhajpur Kalan B.O,Panipat Khadi Ashram S.O,,,,3,,2,,5,,,,
,M0903,Apr-26,Chhatar B.O,Naguran S.O,,,2,1,,1,,,,,,
,J7224,Apr-26,Chirao B.O,Jundla S.O,,,3,1,,1,,3,,,,
,H2342,Apr-26,Chochra B.O,Assandh S.O,,,3,2,,,,,,,,
,M0969,Apr-26,Chogawan B.O,Garhi Birbal S.O,,,1,,,1,,7,,,,
,M0904,Apr-26,Chuharpur B.O,Naguran S.O,,,3,,,,,,,,,
,C4869,Apr-26,Chulkana B.O,Samalkha S.O,,,1,2,,,,,,,,
,L8637,Apr-26,Cssri B.O,Karnal Ram Nagar S.O,,,3,,,1,,,,,,
,M0970,Apr-26,Dabkoli Kalan B.O,Garhi Birbal S.O,,,1,2,,2,,2,,,,
,G6873,Apr-26,Dablain Kalan B.O,Narwana S.O,,,3,,,1,,,,,,
,J6648,Apr-26,Dachar B.O,Nissing S.O,,,1,,,2,,,,,,
,M1447,Apr-26,Dadlana B.O,Panipat Refinary S.O,,,,,,1,,,,,,
,M1029,Apr-26,Dahar B.O,Neoltha S.O,,,5,4,,4,,14,,,,
,M0963,Apr-26,Dalamwala B.O,Dharthrath S.O,,,3,1,,5,,6,,,,
,H9713,Apr-26,Darar B.O,Indri S.O,,,4,5,,1,,2,,,,
,B8054,Apr-26,Dariyawala B.O,Jind H.O,,,2,1,,1,,1,,,,
,M0905,Apr-26,Dehola B.O,Naguran S.O,,,7,1,,1,,3,,,,
,L8765,Apr-26,Dehra B.O,Atta S.O,,,1,,,4,,1,,,,
,J1727,Apr-26,Deorer B.O,Julana S.O,,,1,,,1,,,,,,
,G6872,Apr-26,Dhabitek Singh B.O,Narwana S.O,,,4,6,,2,,,,,,
,F8314,Apr-26,Dhakal B.O,Narwana S.O,,,,1,,,,,,,,
,M0998,Apr-26,Dhakwala Gujran B.O,Madhuban S.O (Karnal),,,,4,,,,,,,,
,A7989,Apr-26,Dhamtan Sahib B.O,Narwana S.O,,,1,,,3,,,,,,
,12615201,Apr-26,Dhanoda Kalan S.O,,,5,16,2,,10,,6,,,1,
,C4882,Apr-26,Dhanori B.O,Narwana S.O,,,6,1,,1,,4,,,,
,C5078,Apr-26,Dharamgarh B.O,Safidon S.O,,,1,2,,2,,3,,,,
,M1465,Apr-26,DHARAULI,Pillukhera S.O,,,1,,,2,,,,,,
,C4883,Apr-26,Dharodi B.O,Narwana S.O,,,2,,,1,,7,,,,
,12611001,Apr-26,Dharthrath S.O,,,1,7,9,,8,,6,,,1,
,M0892,Apr-26,Dhigana B.O,Shamlo Kalan S.O,,,3,3,,2,,2,,,,
,M0914,Apr-26,Dhilluwal B.O,Alewa S.O,,,1,4,,4,,1,,,,
,D3456,Apr-26,Didwara B.O,Safidon S.O,,,2,1,,1,,,,,,
,M1030,Apr-26,Didwari B.O,Neoltha S.O,,,1,,,5,,7,,,,
,L8766,Apr-26,Dikadla B.O,Atta S.O,,,1,,,4,,5,,,,
,M0999,Apr-26,Dilawara B.O,Madhuban S.O (Karnal),,,3,5,,,,,,,,
,M1026,Apr-26,Diwana B.O,Panipat Beas Project S.O,,,3,,,1,,16,,,,
,E1531,Apr-26,Dumarkhan Kalan B.O,Narwana S.O,,,3,3,,7,,7,,,,
,M0915,Apr-26,Durana B.O,Alewa S.O,,,1,,,3,,20,,,,
,M0957,Apr-26,Durjanpur B.O,Dhanoda Kalan S.O,,,2,1,,1,,1,,,,
,L8187,Apr-26,Faridpur B.O,Gharunda S.O,,,1,,,3,,3,,,,
,J1728,Apr-26,Fateh Garh B.O,Julana S.O,,,1,2,,,,,,,,
,L8188,Apr-26,Gagsina B.O,Gharunda S.O,,,,,,2,,1,,,,
,M1466,Apr-26,Gangoli B.O,Pillukhera S.O,,,1,,,1,,,,,,
,M1000,Apr-26,Ganjogarhi B.O,Madhuban S.O (Karnal),,,1,,,1,,,,,,
,F8315,Apr-26,Garhi B.O,Narwana S.O,,,4,1,,2,,1,,,,
,C2822,Apr-26,Garhi Basic B.O,Panipat Khadi Ashram S.O,,,1,8,,,,,,,,
,13205401,Apr-26,Garhi Birbal S.O,,,4,4,9,,8,,4,,,,
,H9714,Apr-26,Garhi Jattan B.O,Indri S.O,,,2,,,4,,6,,,,
,M0894,Apr-26,Garhwali B.O,Shamlo Kalan S.O,,,2,,,1,,,,,,
,M0893,Apr-26,Gatauli B.O,Shamlo Kalan S.O,,,2,2,,1,,,,,,
,13211401,Apr-26,Gharunda S.O,,6,,14,89,,56,5,51,,11,12,
,G6874,Apr-26,Ghason Kalan B.O,Narwana S.O,,,1,2,,4,,4,,,,
,M1022,Apr-26,Gheer B.O,S.S. Kunjpura S.O,,,3,,,3,,7,,,,
,M1001,Apr-26,Ghogripur B.O,Madhuban S.O (Karnal),,,1,2,,3,,,,,,
,A5881,Apr-26,Goela Kalan B.O,Panipat Khadi Ashram S.O,,,6,3,,,,,,,,
,M7005,Apr-26,Gogrian B.O,Uchana S.O,,,1,,,1,,,,,,
,M0897,Apr-26,Goli B.O,Salwan S.O,,,1,2,,1,,8,,,,
,J6649,Apr-26,Gonder B.O,Nissing S.O,,,4,2,,7,,5,,,,
,L8189,Apr-26,Gudha B.O,Gharunda S.O,,,2,,,,,4,,,,
,A1150,Apr-26,Gulkani B.O,Jind H.O,,,3,,,3,,,,,,
,M1467,Apr-26,Hadwa B.O,Pillukhera S.O,,,,,,,,1,,,,
,A7990,Apr-26,Hamir Garh B.O,Narwana S.O,,,2,,,1,,,,,,
,H9715,Apr-26,Hanori B.O,Indri S.O,,,1,6,,,,1,,,,
,L8190,Apr-26,HARI SINGH PUNDRI,Gharunda S.O,,,1,1,,,,,,,,
,J1729,Apr-26,Hathwala B.O,Julana S.O,,,4,,,4,,4,,,,
,13211501,Apr-26,Hathwala S.O,,,,,2,,8,,26,,,,
,F0121,Apr-26,Hatt B.O,Safidon S.O,,,3,,,3,,,,,,
,A1151,Apr-26,Igrah B.O,Jind H.O,,,3,,,,,2,,,,
,F9946,Apr-26,Ikkas B.O,Jind H.O,,,3,1,,2,,4,,,,
,13204101,Apr-26,Indri S.O,,7,3,17,43,,48,1,70,,3,3,
,13204102,Apr-26,Indri Town S.O,,1,,4,38,,11,1,81,,,1,
,D4823,Apr-26,Intal Kalan B.O,Jind H.O,,,2,2,,1,,,,,,
,13210701,Apr-26,Israna S.O,,4,,7,17,,15,,21,,4,4,
